Name,RA,Dec,Alt Name,Type,Magnitude,Info,Catalog
NGC    104,6.025,-72.08333333,47 Tucanae,Globular Cluster,4,30.9,NGC
NGC    105,6.325,12.88333333,UGC 241,Galaxy,13.2,1.2,NGC
NGC    106,6.175,-5.166666667,,Galaxy,,,NGC
NGC    107,6.4,-8.283333333,MCG 2-2-14,Galaxy,,,NGC
NGC    108,6.475,29.21666667,UGC 246,Galaxy,13,,NGC
NGC    109,6.55,21.81666667,UGC 251,Galaxy,15,,NGC
NGC    110,6.85,71.38333333,OCL 300,Open Cluster,,,NGC
NGC    111,6.675,-2.633333333,,,,,NGC
NGC    112,6.675,31.71666667,UGC 255,Galaxy,14,,NGC
NGC    113,6.75,-2.5,MCG 1-2-16,Galaxy,13,,NGC
NGC    114,6.775,-1.783333333,UGC 259,Galaxy,15,,NGC
NGC    115,6.7,-33.68333333,ESO 350-17,Galaxy,,,NGC
NGC    116,6.8,-7.7,MCG 1-2-17,Galaxy,14,,NGC
NGC    117,6.8,1.316666667,MCG 0-2-29,Galaxy,15,,NGC
NGC    118,6.825,-1.783333333,UGC 264,Galaxy,15,,NGC
NGC    119,6.775,-56.98333333,ESO 150-8,Galaxy,,,NGC
NGC    120,6.875,-1.516666667,UGC 267,Galaxy,15,1.8,NGC
NGC    121,6.7,-71.53333333,ESO 50-SC12,Globular Cluster,10.6,1.5,NGC
NGC    122,6.925,-1.633333333,,?,,,NGC
NGC    123,6.95,-1.6,,?,,,NGC
NGC    124,6.975,-1.816666667,UGC 271,Galaxy,14,1.6,NGC
NGC    125,7.2,2.833333333,UGC 286,Galaxy,12.3,2,NGC
NGC    126,7.275,2.816666667,MCG 0-2-49,Galaxy,16,1.4,NGC
NGC    127,7.3,2.866666667,MCG 0-2-50,Galaxy,14,1,NGC
NGC    128,7.3,2.85,UGC 292,Galaxy,11.6,3.4,NGC
NGC    129,7.475,60.23333333,OCL 294,Open Cluster,6.5,21,NGC
NGC    130,7.325,2.866666667,MCG 0-2-52,Galaxy,14.3,0.9,NGC
NGC    131,7.4,-33.26666667,ESO 350-21,Galaxy,,2.1,NGC
NGC    132,7.55,2.1,UGC 301,Galaxy,14,2,NGC
NGC    133,7.8,63.36666667,OCL 296,Open Cluster,9,7,NGC
NGC    134,7.6,-33.25,ESO 350-23,Galaxy,10.1,8.1,NGC
NGC    135,7.95,-13.36666667,IC 26,,,,NGC
NGC    136,7.875,61.53333333,OCL 295,Open Cluster,,1,NGC
NGC    137,7.775,10.18333333,UGC 309,Galaxy,14,,NGC
NGC    138,7.75,5.166666667,UGC 308,Galaxy,15,,NGC
NGC    139,7.75,5.083333333,ZWG 409. 22,Galaxy,15,,NGC
NGC    140,7.825,30.78333333,UGC 311,Galaxy,14,,NGC
NGC    141,7.85,5.183333333,ZWG 409. 27,Galaxy,15,,NGC
NGC    142,7.825,-22.61666667,ESO 473-21,Galaxy,14,,NGC
NGC    143,7.85,-22.56666667,ESO 473-22,Galaxy,15,,NGC
NGC    144,7.85,-22.65,ESO 473-23,Galaxy,14,,NGC
NGC    145,7.925,-5.15,Arp 19,Galaxy,12.8,1.8,NGC
NGC    146,8.275,63.3,OCL 299,Open Cluster,9.1,7,NGC
NGC    147,8.3,48.5,UGC 326;D3,Galaxy,9.3,12.9,NGC
NGC    148,8.575,-31.78333333,ESO 410-20,Galaxy,12.1,2.4,NGC
NGC    149,8.425,30.71666667,UGC 332,Galaxy,15,,NGC
NGC    150,8.575,-27.8,A 7,Galaxy,11.1,4.2,NGC
NGC    151,8.5,-9.7,NGC 153,Galaxy,11.5,3.7,NGC
NGC    152,8.2,-73.15,ESO 28-SC24,Globular Cluster,12,,NGC
NGC    153,8.5,-9.7,NGC 151,,,,NGC
NGC    154,8.525,-12.65,MCG 2-2-53,Galaxy,14,,NGC
NGC    155,8.675,-10.76666667,MCG 2-2-55,Galaxy,13,,NGC
NGC    156,8.65,-8.35,,Double Star,,,NGC
NGC    157,8.7,-8.4,MCG 2-2-56,Galaxy,10.4,4.3,NGC
NGC    158,8.725,-8.316666667,,Double Star,,,NGC
NGC    159,8.65,-55.78333333,ESO 150-11,Galaxy,,,NGC
NGC    160,9.025,23.95,UGC 356,Galaxy,12.4,3.2,NGC
NGC    161,8.875,-2.833333333,IC 1557,Galaxy,15,,NGC
NGC    162,9.025,23.96666667,,Galaxy,,,NGC
NGC    163,9,-10.11666667,MCG 2-2-66,Galaxy,12.8,1.4,NGC
NGC    164,9.125,2.75,MCG 0-2-89,Galaxy,16,,NGC
NGC    165,9.125,-10.1,MCG 2-2-69,Galaxy,13.2,1.6,NGC
NGC    166,8.95,-13.61666667,MCG 2-2-63,Galaxy,15,,NGC
NGC    167,8.825,-23.36666667,ESO 473-29,Galaxy,13,,NGC
NGC    168,9.175,-22.6,ESO 474-4,Galaxy,14,,NGC
NGC    169,9.225,23.98333333,UGC 365;Arp 282,Galaxy,13,3,NGC
NGC    170,9.175,1.85,MCG 0-2-91,Galaxy,15,,NGC
NGC    171,9.35,-19.93333333,NGC 175,,,,NGC
NGC    172,9.325,-22.6,ESO 474-5,Galaxy,,2.6,NGC
NGC    173,9.3,1.933333333,UGC 369,Galaxy,15,3.5,NGC
NGC    174,9.225,-29.48333333,ESO 411-1,Galaxy,14,,NGC
NGC    175,9.35,-19.93333333,NGC 171,Galaxy,12.1,2.6,NGC
NGC    176,8.95,-73.18333333,ESO 29-SC2,Open Cluster,12,,NGC
NGC    177,9.375,-22.56666667,ESO 474-6,Galaxy,13,,NGC
NGC    178,9.775,-14.16666667,IC 39,Galaxy,12.6,2,NGC
NGC    179,9.45,-17.88333333,ESO 540-7,Galaxy,14,,NGC
NGC    180,9.5,8.633333333,UGC 380,Galaxy,14,2.6,NGC
NGC    181,9.55,29.46666667,MCG 5-2-32,Galaxy,15,,NGC
NGC    182,9.55,2.733333333,UGC 382,Galaxy,12.6,2.3,NGC
NGC    183,9.575,29.5,UGC 387,Galaxy,14,,NGC
NGC    184,9.625,29.43333333,ZWG 500. 59,Galaxy,15,,NGC
NGC    185,9.75,48.33333333,UGC 396,Galaxy,9.2,11.5,NGC
NGC    186,9.625,3.15,UGC 390,Galaxy,15,,NGC
NGC    187,9.9,-14.68333333,MCG 3-2-34,Galaxy,13,,NGC
NGC    188,11,85.33333333,OCL 309,Open Cluster,8.1,14,NGC
NGC    189,9.9,61.06666667,OCL 301,Open Cluster,8.8,4,NGC
NGC    190,9.725,7.033333333,UGC 397,Galaxy,14,1,NGC
NGC    191,9.75,-9,MCG 2-2-77,Galaxy,12,1.5,NGC
NGC    192,9.825,0.85,UGC 401,Galaxy,14,2.3,NGC
NGC    193,9.825,3.333333333,UGC 408,Galaxy,12.3,1.7,NGC
NGC    194,9.825,3.033333333,UGC 407,Galaxy,12.1,1.9,NGC
NGC    195,9.9,-9.2,MCG 2-2-79,Galaxy,,1.3,NGC
NGC    196,9.825,0.9,UGC 405,Galaxy,14,,NGC
NGC    197,9.85,0.883333333,UGC 406,Galaxy,15,,NGC
NGC    198,9.85,2.8,UGC 414,Galaxy,12.8,1.3,NGC
NGC    199,9.9,3.116666667,UGC 415,Galaxy,15,,NGC
NGC    200,9.9,2.883333333,UGC 420,Galaxy,14,2,NGC
NGC    201,9.925,0.85,UGC 419,Galaxy,15,2.2,NGC
NGC    202,9.925,3.516666667,UGC 420,Galaxy,15,,NGC
NGC    203,9.925,3.433333333,NGC 211,Galaxy,15,,NGC
NGC    204,9.95,3.283333333,UGC 423,Galaxy,14,,NGC
NGC    205,10.1,41.68333333,M 110,Galaxy,8,17.4,NGC
NGC    206,10.15,40.73333333,,Cluster Nebulosity,,,NGC
NGC    207,10,-14.3,MCG 3-2-35,,,,NGC
NGC    208,10.1,2.733333333,MCG 0-2-118,Galaxy,15,,NGC
NGC    209,9.775,-18.63333333,ESO 540-8,Galaxy,14,,NGC
NGC    210,10.15,-13.86666667,MCG 2-2-81,Galaxy,10.9,5.4,NGC
NGC    211,10.25,3.433333333,NGC 203,Star,,,NGC
NGC    212,10.025,-56.16666667,ESO 150-18,Galaxy,,,NGC
NGC    213,10.3,16.46666667,UGC 436,Galaxy,15,,NGC
NGC    214,10.375,25.5,UGC 438,Galaxy,12.2,2.1,NGC
NGC    215,10.2,-56.21666667,ESO 150-19,Galaxy,,1.2,NGC
NGC    216,10.35,-21.05,ESO 540-15,Galaxy,13.3,1.8,NGC
NGC    217,10.375,-10.03333333,MCG 2-2-85,Galaxy,,3.3,NGC
NGC    218,10.45,36.35,UGC 440,Galaxy,15,,NGC
NGC    219,10.575,0.9,MCG 0-2-128,Galaxy,15,,NGC
NGC    220,10.125,-73.4,ESO 29-SC3,Open Cluster,11,,NGC
NGC    221,10.675,40.86666667,M 32,Galaxy,8.2,7.6,NGC
NGC    222,10.15,-73.4,ESO 29-SC4,Open Cluster,11,,NGC
NGC    223,10.675,0.85,IC 44,Galaxy,14,,NGC
NGC    224,10.675,41.26666667,M 31,Galaxy,3.5,78,NGC
NGC    225,10.85,61.78333333,OCL 305,Open Cluster,7,12,NGC
NGC    226,10.7,32.56666667,UGC 459,Galaxy,14,,NGC
NGC    227,10.65,-1.533333333,UGC 456,Galaxy,13,2.1,NGC
NGC    228,10.7,23.5,UGC 458,Galaxy,15,,NGC
NGC    229,10.75,23.48333333,MCG 4-2-49,Galaxy,14,,NGC
NGC    230,10.6,-23.63333333,ESO 474-14,Galaxy,15,,NGC
NGC    231,10.25,-73.36666667,ESO 29-SC5,Open Cluster,12,,NGC
NGC    232,10.675,-23.56666667,ESO 474-15,Galaxy,14,,NGC
NGC    233,10.85,30.58333333,UGC 464,Galaxy,14,,NGC
NGC    234,10.85,14.33333333,UGC 463,Galaxy,13,,NGC
NGC    235,10.7,-23.55,,Galaxy,14,,NGC
NGC    236,10.875,2.933333333,UGC 462,Galaxy,14,,NGC
NGC    237,10.875,-0.116666667,UGC 461,Galaxy,14,1.8,NGC
NGC    238,10.85,-50.18333333,ESO 194-31,Galaxy,,1.9,NGC
NGC    239,11.15,-3.783333333,MCG 1-3-7,,,,NGC
NGC    240,11.275,6.133333333,UGC 473,Galaxy,15,,NGC
NGC    241,10.85,-73.43333333,ESO 29-SC6,,,,NGC
NGC    242,10.9,-73.45,ESO 29-SC6,Open Cluster,12,,NGC
NGC    243,11.475,29.93333333,MCG 5-2-43,Galaxy,14,,NGC
NGC    244,11.45,-15.6,MCG 3-3-3,Galaxy,13.3,1.3,NGC
NGC    245,11.525,-1.733333333,UGC 476,Galaxy,13,1.4,NGC
NGC    246,11.75,-11.88333333,PK 118-74.1,Planetary Nebula,8,3.8,NGC
NGC    247,11.775,-20.76666667,ESO 540-22,Galaxy,8.9,20,NGC
NGC    248,11.35,-73.38333333,ESO 29-EN8,Nebula,,,NGC
NGC    249,11.35,-73.08333333,ESO 29-EN9,Nebula,,,NGC
NGC    250,11.825,7.916666667,UGC 487,Galaxy,15,,NGC
NGC    251,11.95,19.56666667,UGC 490,Galaxy,14,,NGC
NGC    252,12,27.63333333,UGC 491,Galaxy,13,1.8,NGC
NGC    253,11.9,-25.28333333,ESO 474-29,Galaxy,7.1,25.1,NGC
NGC    254,11.875,-31.41666667,ESO 411-15,Galaxy,11.8,2.1,NGC
NGC    255,11.95,-11.46666667,MCG 2-3-17,Galaxy,11.8,3.1,NGC
NGC    256,11.475,-73.5,ESO 29-SC11,Cluster Nebulosity,12,,NGC
NGC    257,12.025,8.316666667,UGC 493,Galaxy,14,2.1,NGC
NGC    258,12.05,27.63333333,MCG 4-3-5,Galaxy,15,,NGC
NGC    259,12.025,-2.783333333,MCG 1-3-15,Galaxy,,3.2,NGC
NGC    260,12.15,27.7,UGC 497,Galaxy,14,1,NGC
NGC    261,11.625,-73.11666667,ESO 29-EN12,Nebula,,,NGC
NGC    262,12.2,31.95,UGC 499;Mrk 348,Galaxy,15,1.4,NGC
NGC    263,12.225,-13.1,MCG 2-3-21,Galaxy,14,,NGC
NGC    264,12.075,-38.23333333,ESO 295-6,Galaxy,,0.9,NGC
NGC    265,11.9,-73.48333333,ESO 29-SC14,Globular Cluster,12,,NGC
NGC    266,12.45,32.26666667,UGC 508,Galaxy,13,3.2,NGC
NGC    267,12,-73.28333333,ESO 29-SC15,Cluster Nebulosity,,,NGC
NGC    268,12.55,-5.2,MCG 1-3-17,Galaxy,13,1.7,NGC
NGC    269,12.125,-73.53333333,ESO 29-SC16,Globular Cluster,12,,NGC
NGC    270,12.675,-8.65,MCG 2-3-27,Galaxy,13,,NGC
NGC    271,12.7,-1.883333333,UGC 519,Galaxy,13,2.5,NGC
NGC    272,12.85,35.83333333,OCL 312,Open Cluster,,,NGC
NGC    273,12.7,-6.883333333,MCG 1-3-19,Galaxy,13,2.6,NGC
NGC    274,12.75,-7.05,MCG 1-3-21,Galaxy,13,1.7,NGC
NGC    275,12.775,-7.066666667,V V 81;Arp 140,Galaxy,12.5,1.5,NGC
NGC    276,13.025,-22.68333333,IC 1591,Galaxy,14,,NGC
NGC    277,12.875,-8.583333333,MCG 2-3-28,Galaxy,13,,NGC
NGC    278,13.025,47.55,UGC 528,Galaxy,10.9,2.2,NGC
NGC    279,13.075,-2.2,UGC 532,Galaxy,14,1.8,NGC
NGC    280,13.125,24.33333333,UGC 534,Galaxy,14,,NGC
NGC    281,13.2,56.61666667,IC 11,Cluster Nebulosity,7,35,NGC
NGC    282,13.2,30.61666667,MCG 5-3-15,Galaxy,14,,NGC
NGC    283,13.325,-13.18333333,MCG 2-3-31,Galaxy,14,,NGC
NGC    284,13.4,-13.15,MCG 2-3-33,Galaxy,15,,NGC
NGC    285,13.425,-13.16666667,KAZ 377,Galaxy,,,NGC
NGC    286,13.4,-13.1,MCG 2-3-34,Galaxy,14,,NGC
NGC    287,13.4,32.48333333,ZWG 501. 33,Galaxy,15,,NGC
NGC    288,13.2,-26.58333333,ESO 474-SC37,Globular Cluster,8.1,13.8,NGC
NGC    289,13.175,-31.2,ESO 411-25,Galaxy,12,3.7,NGC
NGC    290,12.825,-73.15,ESO 29-SC19,Open Cluster,12,,NGC
NGC    291,13.4,-8.75,MCG 2-3-35,Galaxy,14,,NGC
NGC    292,13.2,-72.83333333,Small Magellanc Cl,Galaxy,,,NGC
NGC    293,13.575,-7.233333333,MCG 1-3-30,Galaxy,14,,NGC
NGC    294,13.025,-73.35,ESO 29-SC22,Nebula,,,NGC
NGC    295,13.8,31.51666667,UGC 562,Galaxy,13,,NGC
NGC    296,13.85,31.66666667,UGC 565,Galaxy,15,,NGC
NGC    297,13.75,-7.35,,Double Star,,,NGC
NGC    298,13.75,-7.35,MCG 1-3-33,Galaxy,13,,NGC
NGC    299,13.5,-72.16666667,ESO 51-SC5,Cluster Nebulosity,11,,NGC
NGC    300,13.725,-37.68333333,ESO 295-20,Galaxy,9,20,NGC
NGC    301,14.075,-10.66666667,,Galaxy,,,NGC
NGC    302,14.1,-10.65,,Star,,,NGC
NGC    303,13.7,-16.66666667,,Galaxy,,,NGC
NGC    304,14.025,24.11666667,UGC 573,Galaxy,14,,NGC
NGC    305,14,12.1,,Asterism,,,NGC
NGC    306,13.725,-72.21666667,ESO 29-SC23,Cluster Nebulosity,12,,NGC
NGC    307,14.15,-1.766666667,UGC 584,Galaxy,14,,NGC
NGC    308,14.1,-1.783333333,,Star,,,NGC
NGC    309,14.175,-9.916666667,MCG 2-3-50,Galaxy,11.8,3.1,NGC
NGC    310,14.225,-1.766666667,,Star,,,NGC
NGC    311,14.4,30.26666667,UGC 592,Galaxy,14,,NGC
NGC    312,14.075,-52.78333333,ESO 151-6,Galaxy,,1.8,NGC
NGC    313,14.45,30.35,,Galaxy,12,3.6,NGC
NGC    314,14.225,-31.96666667,ESO 411-32,Galaxy,,1.2,NGC
NGC    315,14.45,30.35,UGC 597,Galaxy,13,3.2,NGC
NGC    316,14.45,30.35,,Galaxy,12,3.6,NGC
NGC    317,14.4,43.78333333,,Galaxy,15,,NGC
NGC    318,14.525,30.41666667,ZWG 501. 54,Galaxy,15,,NGC
NGC    319,14.25,-43.83333333,ESO 243-13,Galaxy,,1.1,NGC
NGC    320,14.7,-20.83333333,ESO 541-3,Galaxy,15,,NGC
NGC    321,14.35,-5.033333333,MCG 1-3-43,Galaxy,,,NGC
NGC    322,14.3,-43.73333333,ESO 243-15,Galaxy,,1.3,NGC
NGC    323,14.175,-52.98333333,ESO 151-9,Galaxy,,1.3,NGC
NGC    324,14.65,-40.5,ESO 295-25,Galaxy,,,NGC
NGC    325,14.475,-5.133333333,MCG 1-3-45,Galaxy,16,,NGC
NGC    326,14.6,26.86666667,UGC 601;4Z 35,Galaxy,13.2,1.5,NGC
NGC    327,14.475,-5.133333333,MCG 1-3-47,Galaxy,13,1.9,NGC
NGC    328,14.25,-52.91666667,ESO 151-13,Galaxy,,2.8,NGC
NGC    329,14.5,-5.066666667,MCG 1-3-48,Galaxy,13,1.9,NGC
NGC    330,14.05,-72.48333333,ESO 29-SC24,Open Cluster,9.6,2,NGC
NGC    331,14.65,-2.716666667,MCG 1-3-39,?,,,NGC
NGC    332,14.7,7.1,UGC 609,Galaxy,15,,NGC
NGC    333,14.7,-16.48333333,MCG 3-3-13,Galaxy,16,,NGC
NGC    334,14.7,-35.13333333,ESO 351-26,Galaxy,,,NGC
NGC    335,14.825,-18.23333333,ESO 541-6,Galaxy,,1.2,NGC
NGC    336,14.7,-18.76666667,ESO 541-2,Galaxy,12,,NGC
NGC    337,14.95,-7.583333333,MCG 1-3-53,Galaxy,11.6,2.8,NGC
NGC    338,15.15,30.65,UGC 624,Galaxy,14,,NGC
NGC    339,14.425,-74.48333333,ESO 29-SC25,Globular Cluster,11.9,2.2,NGC
NGC    340,15.15,-6.883333333,MCG 1-3-55,Galaxy,14,,NGC
NGC    341,15.2,-9.183333333,NGC 341A,Galaxy,13,,NGC
NGC    342,15.2,-6.783333333,MCG 1-3-58,Galaxy,14,,NGC
NGC    343,15.2,-23.23333333,,Star,,,NGC
NGC    344,15.4,-23.26666667,,Galaxy,,0.9,NGC
NGC    345,15.35,-6.9,MCG 1-3-64,Galaxy,13,,NGC
NGC    346,14.775,-72.18333333,ESO 51-SC10,Cluster Nebulosity,10.3,14,NGC
NGC    347,15.35,-6.816666667,MCG 1-3-63,Galaxy,14,,NGC
NGC    348,15.225,-53.25,ESO 151-17,Galaxy,,1.1,NGC
NGC    349,15.475,-6.816666667,MCG 1-3-68,Galaxy,13,,NGC
NGC    350,15.5,-6.816666667,MCG 1-3-69,Galaxy,15,,NGC
NGC    351,15.525,-1.916666667,UGC 639,Galaxy,14,,NGC
NGC    352,15.525,-4.25,MCG 1-3-71,Galaxy,13,2.7,NGC
NGC    353,15.65,-1.933333333,UGC 641,Galaxy,14,,NGC
NGC    354,15.825,22.33333333,UGC 645;Mrk 353,Galaxy,14,0.9,NGC
NGC    355,15.8,-6.333333333,MCG 1-3-77,Galaxy,15,,NGC
NGC    356,15.825,-7,MCG 1-3-78,Galaxy,13,,NGC
NGC    357,15.85,-6.333333333,MCG 1-3-81,Galaxy,11.8,2.6,NGC
NGC    358,16.3,62.03333333,,Asterism,,,NGC
NGC    359,16.1,-0.75,UGC 662,Galaxy,15,,NGC
NGC    360,15.725,-65.61666667,ESO 79-14,Galaxy,,3.3,NGC
NGC    361,15.55,-71.55,ESO 51-SC12,Globular Cluster,11.8,1.5,NGC
NGC    362,15.8,-70.85,Dunlop 62,Globular Cluster,6.6,12.9,NGC
NGC    363,16.525,-16.56666667,MCG 3-3-23,Galaxy,15,,NGC
NGC    364,16.15,-0.85,UGC 666,Galaxy,14,,NGC
NGC    365,16.025,-35.11666667,ESO 352-1,Galaxy,,,NGC
NGC    366,16.6,62.23333333,OCL 316,Open Cluster,,3,NGC
NGC    367,16.225,-12.15,,?,,,NGC
NGC    368,16.1,-43.26666667,ESO 243-23,Galaxy,,,NGC
NGC    369,16.275,-17.75,ESO 541-17,Galaxy,,1.3,NGC
NGC    370,16.65,32.41666667,,,,,NGC
NGC    371,15.825,-72.08333333,ESO 51-SC14,Open Cluster,,8,NGC
NGC    372,16.675,32.43333333,,Triple Star,,,NGC
NGC    373,16.75,32.3,,Galaxy,,,NGC
NGC    374,16.775,32.76666667,UGC 680,Galaxy,14,,NGC
NGC    375,16.775,32.35,Arp 331,Galaxy,16,1.3,NGC
NGC    376,15.975,-72.81666667,ESO 29-SC29,,,,NGC
NGC    377,16.575,-20.05,ESO 541-19,Triple Star,,,NGC
NGC    378,16.55,-30.18333333,ESO 412-5,Galaxy,14,,NGC
NGC    379,16.825,32.51666667,UGC 683,Galaxy,12.6,1.8,NGC
NGC    380,16.825,32.48333333,UGC 682,Galaxy,12.5,1.6,NGC
NGC    381,17.075,61.58333333,OCL 317,Open Cluster,9,6,NGC
NGC    382,16.85,32.4,UGC 688;Arp 331,Galaxy,14,0.4,NGC
NGC    383,16.85,32.41666667,UGC 689,Galaxy,11.9,2.3,NGC
NGC    384,16.85,32.3,UGC 686;Arp 331,Galaxy,13,1.1,NGC
NGC    385,16.85,32.31666667,UGC 687;Arp 331,Galaxy,12.9,1.5,NGC
NGC    386,16.875,32.36666667,MCG 5-3-57,Galaxy,14.1,0.9,NGC
NGC    387,16.875,32.38333333,,Galaxy,,,NGC
NGC    388,16.95,32.31666667,MCG 5-3-59,Galaxy,14.3,0.8,NGC
NGC    389,17.125,39.7,UGC 703,Galaxy,15,,NGC
NGC    390,17.025,32.45,,Galaxy,,,NGC
NGC    391,16.875,0.933333333,UGC 693,Galaxy,14,,NGC
NGC    392,17.1,33.11666667,UGC 700,Galaxy,14,,NGC
NGC    393,17.15,39.66666667,UGC 707,Galaxy,13,,NGC
NGC    394,17.1,33.13333333,MCG 5-3-63,Galaxy,15,,NGC
NGC    395,16.325,-72,ESO 51-SC16,,,,NGC
NGC    396,17,4.533333333,,Galaxy,,,NGC
NGC    397,17.125,33.1,MCG 5-3-64,Galaxy,15,,NGC
NGC    398,17.2,32.5,MCG 5-3-65,Galaxy,15,,NGC
NGC    399,17.25,32.61666667,UGC 712,Galaxy,14,,NGC
NGC    400,17.25,32.73333333,,,,,NGC
NGC    401,17.275,32.76666667,,,,,NGC
NGC    402,17.3,32.81666667,,,,,NGC
NGC    403,17.3,32.75,UGC 715,Galaxy,13,2.1,NGC
NGC    404,17.35,35.71666667,UGC 718,Galaxy,10.1,4.4,NGC
NGC    405,17.075,-46.66666667,ESO 243-*39,Double Star,,,NGC
NGC    406,16.85,-69.88333333,ESO 51-18,Galaxy,12,3.8,NGC
NGC    407,17.65,33.11666667,UGC 730,Galaxy,14,2,NGC
NGC    408,17.725,33.1,,Galaxy,,,NGC
NGC    409,17.375,-35.8,ESO 352-12,Galaxy,,1.5,NGC
NGC    410,17.75,33.15,UGC 735,Galaxy,13,2.6,NGC
NGC    411,16.975,-71.76666667,ESO 51-SC19,,,,NGC
NGC    412,17.575,-20.01666667,,,,,NGC
NGC    413,17.375,-2.833333333,MCG 1-4-13,Galaxy,16,,NGC
NGC    414,17.825,33.1,UGC 744,Galaxy,14,,NGC
NGC    415,17.55,-35.48333333,ESO 352-14,Galaxy,,,NGC
NGC    416,17.025,-72.35,ESO 29-SC32,Globular Cluster,11,1.1,NGC
NGC    417,17.775,-18.16666667,ESO 541-24,Galaxy,15,,NGC
NGC    418,17.65,-30.21666667,ESO 412-9,Galaxy,13,2.3,NGC
NGC    419,17.075,-72.88333333,ESO 29-SC33,Globular Cluster,10,2.6,NGC
NGC    420,18.025,32.1,UGC 752,Galaxy,13,,NGC
NGC    421,18.025,32.15,,,,,NGC
NGC    422,17.225,-71.76666667,ESO 51-SC22,,,,NGC
NGC    423,17.85,-29.21666667,ESO 412-11,Galaxy,14,,NGC
NGC    424,17.875,-38.08333333,ESO 296-4,Galaxy,,2.1,NGC
NGC    425,18.25,38.8,UGC 758,Galaxy,13,,NGC
NGC    426,18.225,-0.283333333,UGC 760,Galaxy,14,,NGC
NGC    427,18.125,-32.05,ESO 412-14,Galaxy,15,,NGC
NGC    428,18.225,0.983333333,UGC 763,Galaxy,11.4,4.1,NGC
NGC    429,18.25,-0.333333333,UGC 762,Galaxy,14,,NGC
NGC    430,18.275,-0.25,UGC 765,Galaxy,13,,NGC
NGC    431,18.55,33.73333333,UGC 776,Galaxy,14,,NGC
NGC    432,17.95,-61.53333333,ESO 113-22,Galaxy,,1.5,NGC
NGC    433,18.825,60.13333333,OCL 319,Open Cluster,,3,NGC
NGC    434,18.05,-58.25,ESO 113-23,Galaxy,13,1.9,NGC
NGC    435,18.5,2.066666667,UGC 779,Galaxy,15,,NGC
NGC    436,18.9,58.81666667,OCL 320,Open Cluster,8.8,6,NGC
NGC    437,18.6,5.933333333,UGC 788,Galaxy,14,,NGC
NGC    438,18.35,-37.93333333,ESO 296-7,Galaxy,,,NGC
NGC    439,18.45,-31.75,ESO 412-18,Galaxy,13,,NGC
NGC    440,18.225,-58.28333333,ESO 113-25,Galaxy,,1,NGC
NGC    441,18.5,-31.78333333,ESO 412-19,Galaxy,14,,NGC
NGC    442,18.65,-1.016666667,UGC 789,Galaxy,15,1.2,NGC
NGC    443,18.775,33.38333333,IC 1653,Galaxy,14,,NGC
NGC    444,18.975,31.08333333,IC 1658,Galaxy,14,,NGC
NGC    445,18.725,1.933333333,ZWG 385. 47,Galaxy,15,,NGC
NGC    446,18.725,4.183333333,IC 89,Galaxy,15,,NGC
NGC    447,18.9,33.06666667,IC 1556,Galaxy,14,2.6,NGC
NGC    448,18.825,-1.616666667,UGC 801,Galaxy,13,,NGC
NGC    449,19.025,33.08333333,IC 1656,Galaxy,14.3,0.7,NGC
NGC    450,18.875,-0.866666667,UGC 806,Galaxy,12.1,3.2,NGC
NGC    451,19.05,33.06666667,IC 1661,Galaxy,15,,NGC
NGC    452,19.075,31.03333333,UGC 820,Galaxy,14,,NGC
NGC    453,19.075,33.08333333,,Triple Star,,,NGC
NGC    454,18.6,-55.4,ESO 151-36,Galaxy,,1.9,NGC
NGC    455,19,5.183333333,UGC 815;Arp 164,Galaxy,14,,NGC
NGC    456,18.6,-73.28333333,ESO 29-SC38,Nebula,,15,NGC
NGC    457,19.775,58.33333333,OCL 321,Open Cluster,6.4,13,NGC
NGC    458,18.725,-71.55,ESO 51-SC26,,,,NGC
NGC    459,19.5,17.55,UGC 832,Galaxy,15,,NGC
NGC    460,18.7,-72.3,ESO 29-SC39,Cluster Nebulosity,,,NGC
NGC    461,19.325,-33.83333333,ESO 352-33,Galaxy,,1.2,NGC
NGC    462,19.525,4.233333333,NPM1G +03.0047,Galaxy,,,NGC
NGC    463,19.725,16.31666667,UGC 840,Galaxy,15,,NGC
NGC    464,19.75,34.96666667,,Galaxy,,,NGC
NGC    465,18.875,-73.33333333,ESO 29-SC40,Open Cluster,,,NGC
NGC    466,19.3,-58.91666667,ESO 113-34,Galaxy,,2.1,NGC
NGC    467,19.8,3.3,UGC 848,Galaxy,11.9,2.4,NGC
NGC    468,19.95,32.78333333,IC 92,Galaxy,15,,NGC
NGC    469,19.85,14.88333333,MCG 2-4-23,Galaxy,15,,NGC
NGC    470,19.925,3.416666667,UGC 858,Galaxy,11.9,3,NGC
NGC    471,19.975,14.78333333,UGC 861,Galaxy,14,,NGC
NGC    472,20.125,32.71666667,UGC 870,Galaxy,14,,NGC
NGC    473,19.975,16.55,UGC 859,Galaxy,13,2.2,NGC
NGC    474,20.025,3.416666667,UGC 864,Galaxy,11.1,7.9,NGC
NGC    475,20,14.85,IC 97,Galaxy,,,NGC
NGC    476,20.05,16.01666667,MCG 3-4-23,Galaxy,15,,NGC
NGC    477,20.325,40.48333333,UGC 886,Galaxy,14,,NGC
NGC    478,20.05,-22.36666667,ESO 476-3,Galaxy,15,,NGC
NGC    479,20.325,3.866666667,UGC 893,Galaxy,15,,NGC
