Name,RA,Dec,Alt Name,Type,Magnitude,Info,Catalog
PN-G 016.6+04.8,270.91336,-12.16612,PHR J1803-1209,Planetary Nebula,,,PNG
PN-G 016.7-01.8,277.01088,-15.27267,MPA J1828-1516,Planetary Nebula,,,PNG
PN-G 016.8+07.0,269.08917,-10.95995,PHR J1756-1057,Planetary Nebula,,,PNG
PN-G 016.8-01.7,276.96143,-15.07332,BMP J1827-1504,Planetary Nebula,,,PNG
PN-G 017.2+00.1,275.43294,-13.88693,PHR J1821-1353,Planetary Nebula,,,PNG
PN-G 017.2-01.7,277.12747,-14.68944,MPA J1828-1441,Planetary Nebula,,,PNG
PN-G 017.5-09.2,284.31888,-17.84694,SB 24,Planetary Nebula,,,PNG
PN-G 017.5+01.0,274.75946,-13.11764,MPA J1819-1307,Planetary Nebula,,,PNG
PN-G 017.6+02.6,273.39021,-12.3465,PHR J1813-1220,Planetary Nebula,,,PNG
PN-G 018.0-02.2,277.96,-14.25575,PHR J1831-1415,Planetary Nebula,,,PNG
PN-G 018.1+01.5,274.61225,-12.40424,MPA J1818-1224,Planetary Nebula,,,PNG
PN-G 018.2-00.9,276.87378,-13.47178,MPA J1827-1328,Planetary Nebula,,,PNG
PN-G 018.4+05.3,271.36754,-10.34531,PTB 24,Planetary Nebula,,,PNG
PN-G 018.5-01.6,277.67668,-13.5192,PHR J1830-1331,Planetary Nebula,,,PNG
PN-G 018.8-01.9,278.01896,-13.43756,PHR J1832-1326,Planetary Nebula,,,PNG
PN-G 018.8-01.6,277.83646,-13.32719,MPA J1831-1319,Planetary Nebula,,,PNG
PN-G 019.1+00.8,275.72356,-11.88593,MPA J1822-1153,Planetary Nebula,,,PNG
PN-G 019.2-01.6,277.97072,-12.93717,MPA J1831-1256,Planetary Nebula,,,PNG
PN-G 019.5-04.9,281.18212,-14.18113,PHR J1844-1410,Planetary Nebula,,,PNG
PN-G 019.6+00.7,276.01674,-11.43755,MPA J1824-1126,Planetary Nebula,,,PNG
PN-G 019.7-10.7,286.63663,-16.56678,MPA J1906-1634,Planetary Nebula,,,PNG
PN-G 019.8+01.9,275.06492,-10.71342,PHR J1820-1042,Planetary Nebula,,,PNG
PN-G 019.9-02.8,279.45917,-12.82774,PHR J1837-1249,Planetary Nebula,,,PNG
PN-G 020.4+02.0,275.21199,-10.16187,MPA J1820-1009,Planetary Nebula,,,PNG
PN-G 020.4-07.0,283.56213,-14.33256,MPA J1854-1420,Planetary Nebula,,,PNG
PN-G 020.4+02.2,275.06414,-10.0414,PHR J1820-1002,Planetary Nebula,,,PNG
PN-G 020.5-02.9,279.78692,-12.32004,MPA J1839-1219,Planetary Nebula,,,PNG
PN-G 020.6+01.9,275.42125,-10.03056,PHR J1821-1001,Planetary Nebula,,,PNG
PN-G 020.7-08.0,284.58033,-14.50719,MPA J1858-1430,Planetary Nebula,,,PNG
PN-G 020.9-11.3,287.76833,-15.76858,PHR J1911-1546,Planetary Nebula,,,PNG
PN-G 021.0-04.0,281.03175,-12.44725,PHR J1844-1226,Planetary Nebula,,,PNG
PN-G 021.0+03.4,274.27175,-8.94706,MPA J1817-0856,Planetary Nebula,,,PNG
PN-G 021.0-04.3,281.317,-12.5277,PHR J1845-1231,Planetary Nebula,,,PNG
PN-G 021.1+03.1,274.61168,-9.03998,PHR J1818-0902,Planetary Nebula,,,PNG
PN-G 021.2+02.9,274.77776,-9.03063,MPA J1819-0901,Planetary Nebula,,,PNG
PN-G 021.2+00.9,276.60875,-9.89059,PHR J1826-0953,Planetary Nebula,,,PNG
PN-G 021.3+02.2,275.52372,-9.23583,MPA J1822-0914,Planetary Nebula,,,PNG
PN-G 022.0+01.3,276.61792,-8.98888,PHR J1826-0859,Planetary Nebula,,,PNG
PN-G 022.1+03.0,275.1825,-8.16714,PHR J1820-0810,Planetary Nebula,,,PNG
PN-G 022.8-01.9,279.93611,-9.88761,MPA J1839-0953,Planetary Nebula,,,PNG
PN-G 023.2-02.6,280.74039,-9.83064,MPA J1842-0949,Planetary Nebula,,,PNG
PN-G 023.4+00.7,277.83168,-8.09524,PHR J1831-0805,Planetary Nebula,,,PNG
PN-G 023.5-00.1,278.67328,-8.40558,PHR J1834-0824,Planetary Nebula,,,PNG
PN-G 023.7-01.9,280.34585,-9.06836,MPA J1841-0904,Planetary Nebula,,,PNG
PN-G 023.8-06.2,284.29083,-10.91417,BMP J1857-1054,Planetary Nebula,,,PNG
PN-G 023.9-01.2,279.86321,-8.61923,MPA J1839-0837,Planetary Nebula,,,PNG
PN-G 023.9-06.5,284.63657,-10.90814,MPA J1858-1054,Planetary Nebula,,,PNG
PN-G 024.1+01.1,277.82,-7.25619,PHR J1831-0715,Planetary Nebula,,,PNG
PN-G 024.2+01.8,277.20017,-6.86666,MPA J1828-0652,Planetary Nebula,,,PNG
PN-G 024.4-03.5,282.13628,-9.20053,PHR J1848-0912,Planetary Nebula,,,PNG
PN-G 024.4+00.9,278.09541,-7.11592,MPA J1832-0706,Planetary Nebula,,,PNG
PN-G 024.4-03.3,282.0329,-9.05216,PHR J1848-0903,Planetary Nebula,,,PNG
PN-G 024.6+02.5,276.81833,-6.19748,BMP J1827-0611,Planetary Nebula,,,PNG
PN-G 024.7+03.9,275.61337,-5.4878,PHR J1822-0529,Planetary Nebula,,,PNG
PN-G 025.1-08.4,286.88527,-10.72909,MPA J1907-1043,Planetary Nebula,,,PNG
PN-G 025.4-09.2,287.77783,-10.82147,PHR J1911-1049,Planetary Nebula,,,PNG
PN-G 025.5-06.8,285.65617,-9.66821,MPA J1902-0940,Planetary Nebula,,,PNG
PN-G 025.6+02.8,276.98916,-5.173,MPA J1827-0510,Planetary Nebula,,,PNG
PN-G 025.6+01.1,278.49874,-5.93529,PHR J1833-0556,Planetary Nebula,,,PNG
PN-G 025.9+03.4,276.57333,-4.58975,PHR J1826-0435,Planetary Nebula,,,PNG
PN-G 026.0-01.0,280.665,-6.61701,PHR J1842-0637,Planetary Nebula,,,PNG
PN-G 026.0-09.4,288.27287,-10.35281,PHR J1913-1021,Planetary Nebula,,,PNG
PN-G 026.1-06.3,285.47871,-8.92228,PHR J1901-0855,Planetary Nebula,,,PNG
PN-G 026.2-03.4,282.88042,-7.54143,PHR J1851-0732,Planetary Nebula,,,PNG
PN-G 026.4+02.7,277.3925,-4.52726,PHR J1829-0431,Planetary Nebula,,,PNG
PN-G 026.7-01.2,281.12082,-6.05695,PHR J1844-0603,Planetary Nebula,,,PNG
PN-G 026.8-01.0,280.99114,-5.93897,MPA J1843-0556,Planetary Nebula,,,PNG
PN-G 026.8-00.1,280.20542,-5.49565,MPA J1840-0529,Planetary Nebula,,,PNG
PN-G 026.8-00.5,280.57596,-5.65164,PHR J1842-0539,Planetary Nebula,,,PNG
PN-G 026.9+04.4,276.06708,-3.30556,FP J1824-0319,Planetary Nebula,,,PNG
PN-G 026.9-00.7,280.79438,-5.69697,PHR J1843-0541,Planetary Nebula,,,PNG
PN-G 027.0+01.3,278.97434,-4.669,MPA J1835-0440,Planetary Nebula,,,PNG
PN-G 027.0+01.5,278.79831,-4.485,PHR J1835-0429,Planetary Nebula,,,PNG
PN-G 027.4-00.9,281.22721,-5.29211,PHR J1844-0517,Planetary Nebula,,,PNG
PN-G 027.5+01.0,279.50892,-4.29003,PHR J1838-0417,Planetary Nebula,,,PNG
PN-G 027.6-00.8,281.18992,-5.06517,PHR J1844-0503,Planetary Nebula,,,PNG
PN-G 027.7-02.1,282.37202,-5.62669,MPA J1849-0537,Planetary Nebula,,,PNG
PN-G 027.7+05.1,275.94808,-2.24203,PHR J1823-0214,Planetary Nebula,,,PNG
PN-G 027.7-00.6,281.06842,-4.88153,PHR J1844-0452,Planetary Nebula,,,PNG
PN-G 027.8-00.7,281.20681,-4.89991,MPA J1844-0454,Planetary Nebula,,,PNG
PN-G 027.8+02.7,278.12992,-3.29575,PHR J1832-0317,Planetary Nebula,,,PNG
PN-G 027.8+02.3,278.40968,-3.43218,MPA J1833-0325,Planetary Nebula,,,PNG
PN-G 027.8+00.5,280.1055,-4.25935,MPA J1840-0415,Planetary Nebula,,,PNG
PN-G 027.9-01.4,281.86879,-5.12333,PHR J1847-0507,Planetary Nebula,,,PNG
PN-G 028.5-01.4,282.169,-4.59842,PHR J1848-0435,Planetary Nebula,,,PNG
PN-G 028.7-03.2,283.83096,-5.17436,PHR J1855-0510,Planetary Nebula,,,PNG
PN-G 028.8-00.2,281.27583,-3.72678,PHR J1845-0343,Planetary Nebula,,,PNG
PN-G 028.9+00.2,280.81377,-3.42414,PHR J1843-0325,Planetary Nebula,,,PNG
PN-G 029.0+02.2,279.04452,-2.4538,MPA J1836-0227,Planetary Nebula,,,PNG
PN-G 029.2-01.8,282.80071,-4.14858,PHR J1851-0408,Planetary Nebula,,,PNG
PN-G 029.3-01.2,282.31292,-3.78283,PHR J1849-0347,Planetary Nebula,,,PNG
PN-G 029.4-02.3,283.37769,-4.23576,MPA J1853-0414,Planetary Nebula,,,PNG
PN-G 029.5+00.6,280.73763,-2.76664,PHR J1842-0246,Planetary Nebula,,,PNG
PN-G 029.8+00.5,280.98708,-2.53555,PHR J1843-0232,Planetary Nebula,,,PNG
PN-G 030.0-04.2,285.31081,-4.49246,PHR J1901-0429,Planetary Nebula,,,PNG
PN-G 030.0+00.0,281.51127,-2.55223,PHR J1846-0233,Planetary Nebula,,,PNG
PN-G 030.2+01.5,280.26896,-1.68044,MPA J1841-0140,Planetary Nebula,,,PNG
PN-G 030.5-00.2,281.94767,-2.25825,PHR J1847-0215,Planetary Nebula,,,PNG
PN-G 031.0-02.1,283.89397,-2.67404,MPA J1855-0240,Planetary Nebula,,,PNG
PN-G 031.1-01.3,283.23268,-2.18236,MPA J1852-0210,Planetary Nebula,,,PNG
PN-G 031.6-01.5,283.672,-1.85428,PHR J1854-0151,Planetary Nebula,,,PNG
PN-G 031.8-01.5,283.70097,-1.65611,MPA J1854-0139,Planetary Nebula,,,PNG
PN-G 032.0+01.7,280.938,0.03939,PHR J1843+0002,Planetary Nebula,,,PNG
PN-G 032.2-01.4,283.82045,-1.28252,PHR J1855-0116,Planetary Nebula,,,PNG
PN-G 032.3-00.5,283.10056,-0.74621,MPA J1852-0044,Planetary Nebula,,0.2 arc min,PNG
PN-G 032.5+01.5,281.25295,0.3564,PHR J1845+0021,Planetary Nebula,,,PNG
PN-G 032.5+03.2,279.79926,1.10697,MPA J1839+0106,Planetary Nebula,,,PNG
PN-G 032.5-00.0,282.71313,-0.35839,PHR J1850-0021,Planetary Nebula,,,PNG
PN-G 032.5-00.4,283.10634,-0.55728,MPA J1852-0033,Planetary Nebula,,,PNG
PN-G 032.5-00.3,282.94793,-0.47477,Te 7,Planetary Nebula,,,PNG
PN-G 032.5-05.2,287.38192,-2.70829,MPA J1909-0242,Planetary Nebula,,,PNG
PN-G 032.6+02.4,280.5475,0.84216,MPA J1842+0050,Planetary Nebula,,,PNG
PN-G 032.6-01.2,283.85711,-0.80632,MPA J1855-0048,Planetary Nebula,,,PNG
PN-G 032.7-02.9,285.43033,-1.49356,PHR J1901-0129,Planetary Nebula,,,PNG
PN-G 033.2-04.0,286.56371,-1.556,PHR J1906-0133,Planetary Nebula,,,PNG
PN-G 033.4-06.9,289.31919,-2.67388,PHR J1917-0240,Planetary Nebula,,,PNG
PN-G 033.7-02.0a,285.01388,-0.23367,PHR J1900-0014,Planetary Nebula,,,PNG
PN-G 033.8+01.5,281.93912,1.54639,PHR J1847+0132,Planetary Nebula,,,PNG
PN-G 033.9-02.9,285.93071,-0.45003,PHR J1903-0027,Planetary Nebula,,,PNG
PN-G 033.9-00.9,284.21313,0.48158,PHR J1856+0028,Planetary Nebula,,,PNG
PN-G 034.0-02.2,285.40012,0.00302,MPA J1901+0000,Planetary Nebula,,,PNG
PN-G 034.1-01.6,284.85745,0.29301,MPA J1859+0017,Planetary Nebula,,,PNG
PN-G 034.7-06.2,289.28129,-1.20697,PHR J1917-0112,Planetary Nebula,,,PNG
PN-G 035.5-00.4,284.49821,2.11872,PHR J1857+0207,Planetary Nebula,,,PNG
PN-G 035.6-04.2,287.85319,0.46255,MPA J1911+0027,Planetary Nebula,,,PNG
PN-G 037.3-07.1,291.2404,0.64428,MPA J1924+0038,Planetary Nebula,,,PNG
PN-G 037.6-04.7,289.28038,2.00282,BMP J1917+0200,Planetary Nebula,,,PNG
PN-G 037.7-06.0,290.43542,1.54461,MPA J1921+0132,Planetary Nebula,,,PNG
PN-G 037.7-05.9,290.33707,1.60394,PHR J1921+0136,Planetary Nebula,,,PNG
PN-G 039.8-06.9,292.21367,2.89861,PHR J1928+0253,Planetary Nebula,,,PNG
PN-G 209.1-08.2,93.83483,-0.43042,PHR J0615-0025,Planetary Nebula,,,PNG
PN-G 212.2-04.7,98.28992,-1.58622,PHR J0633-0135,Planetary Nebula,,,PNG
PN-G 212.6-00.0,102.66872,0.2278,PHR J0650+0013,Planetary Nebula,,,PNG
PN-G 214.6+02.9,106.2358,-0.18748,PHR J0704-0011,Planetary Nebula,,,PNG
PN-G 215.0+07.4,110.42065,1.55894,FP J0721+0133,Planetary Nebula,,,PNG
PN-G 215.5-01.4,102.78038,-2.95197,PHR J0651-0257,Planetary Nebula,,,PNG
PN-G 215.7-03.9,100.57667,-4.29684,BMP J0642-0417,Planetary Nebula,,,PNG
PN-G 216.0+07.4,110.95108,0.60875,PHR J0723+0036,Planetary Nebula,,,PNG
PN-G 216.9-05.2,99.99207,-5.91575,MPA J0639-0554,Planetary Nebula,,,PNG
PN-G 217.2+00.9,105.64338,-3.409,PHR J0702-0324,Planetary Nebula,,,PNG
PN-G 219.1+03.0,108.44972,-4.0855,MPA J0713-0405,Planetary Nebula,,,PNG
PN-G 219.1-03.9,102.17942,-7.32806,PHR J0648-0719,Planetary Nebula,,,PNG
PN-G 219.5+02.8,108.46299,-4.54952,BMP J0713-0432,Planetary Nebula,,,PNG
PN-G 221.0-01.4,105.28921,-7.82331,PHR J0701-0749,Planetary Nebula,,,PNG
PN-G 221.8-04.2,103.08088,-9.86,PHR J0652-0951,Planetary Nebula,,,PNG
PN-G 222.1+03.9,110.58446,-6.36556,PFP 1,Planetary Nebula,,,PNG
PN-G 222.5+07.6,114.09607,-5.00563,BMP J0736-0500,Planetary Nebula,,,PNG
PN-G 222.8-04.2,103.556,-10.76064,PM 1-23,Planetary Nebula,,,PNG
PN-G 222.9-01.1,106.46475,-9.40511,PHR J0705-0924,Planetary Nebula,,,PNG
PN-G 223.1+01.4,108.88521,-8.44696,BMP J0715-0826,Planetary Nebula,,,PNG
PN-G 223.6-06.8,101.60578,-12.59887,PHR J0646-1235,Planetary Nebula,,,PNG
PN-G 224.3-05.5,103.08225,-12.67814,PHR J0652-1240,Planetary Nebula,,,PNG
PN-G 224.3-03.4,105.02392,-11.73017,PHR J0700-1144,Planetary Nebula,,,PNG
PN-G 225.2+00.1,108.62,-10.86217,PHR J0714-1051,Planetary Nebula,,,PNG
PN-G 225.4+00.4,109.03392,-10.88358,PN We 2-37,Planetary Nebula,,,PNG
PN-G 225.5-02.5,106.40499,-12.41442,MPA J0705-1224,Planetary Nebula,,,PNG
PN-G 226.4-01.3,107.935,-12.6347,PHR J0711-1238,Planetary Nebula,,,PNG
PN-G 227.1+00.5,109.94456,-12.37974,PHR J0719-1222,Planetary Nebula,,,PNG
PN-G 227.2-03.4,106.41125,-14.31769,PHR J0705-1419,Planetary Nebula,,,PNG
PN-G 228.0-00.4,109.4895,-13.56881,MPA J0717-1334,Planetary Nebula,,,PNG
PN-G 228.6+01.9,111.95416,-12.99172,PHR J0727-1259,Planetary Nebula,,,PNG
PN-G 229.0-08.7,102.26137,-18.2772,MPA J0649-1816,Planetary Nebula,,,PNG
PN-G 229.0+01.1,111.43288,-13.78444,PHR J0725-1347,Planetary Nebula,,,PNG
PN-G 229.3+00.0,110.56204,-14.58028,PHR J0722-1434,Planetary Nebula,,,PNG
PN-G 230.0+00.5,111.34835,-14.95281,PHR J0725-1457,Planetary Nebula,,,PNG
PN-G 231.1+03.9,114.96061,-14.30715,BMP J0739-1418,Planetary Nebula,,,PNG
PN-G 232.1-00.1,111.78454,-17.12057,PHR J0727-1707,Planetary Nebula,,,PNG
PN-G 232.6-01.0,111.1805,-17.96139,PHR J0724-1757,Planetary Nebula,,,PNG
PN-G 234.3-07.2,106.09585,-22.36446,MPA J0704-2221,Planetary Nebula,,,PNG
PN-G 234.7-02.2,111.05456,-20.36359,PHR J0724-2021,Planetary Nebula,,,PNG
PN-G 234.9-09.7,103.99973,-23.94697,MPA J0656-2356,Planetary Nebula,,,PNG
PN-G 235.7+07.1,120.24625,-16.59369,PHR J0800-1635,Planetary Nebula,,,PNG
PN-G 236.5+02.0,115.97979,-19.86611,PHR J0743-1951,Planetary Nebula,,,PNG
PN-G 236.7-01.6,112.69546,-21.86221,PHR J0730-2151,Planetary Nebula,,,PNG
PN-G 236.8-00.4,113.84708,-21.37838,PHR J0735-2122,Planetary Nebula,,,PNG
PN-G 236.9+08.6,122.25596,-16.83383,PHR J0809-1650,Planetary Nebula,,,PNG
PN-G 237.0+00.7,115.09733,-20.93125,PHR J0740-2055,Planetary Nebula,,,PNG
PN-G 237.3-08.4,106.43975,-25.48039,BMP J0705-2528,Planetary Nebula,,,PNG
PN-G 237.4-09.6,105.21579,-26.12183,BMP J0700-2607,Planetary Nebula,,,PNG
PN-G 237.6-00.1,114.52711,-21.92527,BMP J0738-2155,Planetary Nebula,,,PNG
PN-G 238.1-04.6,110.55955,-24.5172,PHR J0722-2431,Planetary Nebula,,,PNG
PN-G 238.5+01.7,116.8275,-21.78028,PHR J0747-2146,Planetary Nebula,,,PNG
PN-G 240.6-07.7,108.75948,-28.09548,BMP J0715-2805,Planetary Nebula,,,PNG
PN-G 242.3-02.4,114.90883,-27.15842,FP J0739-2709,Planetary Nebula,,,PNG
PN-G 242.5-05.9,111.51999,-28.97308,PHR J0726-2858,Planetary Nebula,,,PNG
PN-G 242.6-04.4,113.07292,-28.4215,PHR J0732-2825,Planetary Nebula,,,PNG
PN-G 243.5-01.1,116.83925,-27.48781,PHR J0747-2729,Planetary Nebula,,,PNG
PN-G 244.2+06.2,124.2221,-24.18221,PHR J0816-2410,Planetary Nebula,,,PNG
PN-G 244.6-00.3,118.29163,-28.05186,PHR J0753-2803,Planetary Nebula,,,PNG
PN-G 245.0+02.2,120.97605,-27.10057,BMP J0803-2706,Planetary Nebula,,,PNG
PN-G 245.1-05.5,113.3503,-31.13463,BMP J0733-3108,Planetary Nebula,,,PNG
PN-G 247.5-04.7,115.59904,-32.79747,HFG 2,Planetary Nebula,,,PNG
PN-G 247.8+04.9,125.32628,-27.92663,FP J0821-2755,Planetary Nebula,,,PNG
PN-G 248.5+10.5,130.83253,-25.24163,PHR J0843-2514,Planetary Nebula,,,PNG
PN-G 249.0-01.1,120.12417,-32.20894,PHR J0800-3212,Planetary Nebula,,,PNG
PN-G 249.8-02.7,118.98549,-33.76692,PHR J0755-3346,Planetary Nebula,,,PNG
PN-G 249.8+07.1,128.57533,-28.31758,PHR J0834-2819,Planetary Nebula,,,PNG
PN-G 250.3-05.4,116.41955,-35.58902,PHR J0745-3535,Planetary Nebula,,,PNG
PN-G 250.4-01.3,120.80275,-33.51722,NeVe 3-3,Planetary Nebula,,,PNG
PN-G 250.5-05.8,116.14204,-35.89915,PHR J0744-3553,Planetary Nebula,,,PNG
PN-G 250.5+01.9,124.0867,-31.84984,BMP J0816-3150,Planetary Nebula,,,PNG
PN-G 250.6+09.3,131.1577,-27.62081,BMP J0844-2737,Planetary Nebula,,,PNG
PN-G 252.3-01.2,122.1288,-35.0778,PHR J0808-3504,Planetary Nebula,,,PNG
PN-G 252.4-08.7,114.10493,-39.02525,PHR J0736-3901,Planetary Nebula,,,PNG
PN-G 253.9+00.7,125.21908,-35.27561,MeWe 2-1,Planetary Nebula,,,PNG
PN-G 254.1+00.5,125.21007,-35.60036,BMP J0820-3536,Planetary Nebula,,,PNG
PN-G 254.5-02.7,122.10146,-37.75736,PHR J0808-3745,Planetary Nebula,,,PNG
PN-G 255.8+10.9,136.21704,-30.53983,FP J0905-3033,Planetary Nebula,,,PNG
PN-G 257.8-06.9,119.60959,-42.73139,PHR J0758-4243,Planetary Nebula,,,PNG
PN-G 258.0-03.2,123.98683,-40.88547,BMP J0815-4053,Planetary Nebula,,,PNG
PN-G 258.4+02.3,130.12455,-38.02389,PHR J0840-3801,Planetary Nebula,,,PNG
PN-G 258.5-01.3,126.44825,-40.21944,RCW 24,Planetary Nebula,,,PNG
PN-G 261.2-04.6,124.8321,-44.38527,PHR J0819-4423,Planetary Nebula,,,PNG
PN-G 261.9-05.3,124.57002,-45.29921,BMP J0818-4517,Planetary Nebula,,,PNG
PN-G 262.6-01.4,129.60574,-43.67665,PHR J0838-4340,Planetary Nebula,,,PNG
PN-G 263.1+04.3,136.00971,-40.3875,FP J0904-4023,Planetary Nebula,,,PNG
PN-G 264.5+05.0,137.94013,-40.86625,FP J0911-4051,Planetary Nebula,,,PNG
PN-G 264.6+03.8,136.8512,-41.77049,BMP J0907-4146,Planetary Nebula,,,PNG
PN-G 265.4+04.2,137.95205,-42.08608,PHR J0911-4205,Planetary Nebula,,,PNG
PN-G 265.5-02.6,130.74928,-46.69036,MPA J0842-4641,Planetary Nebula,,,PNG
PN-G 265.6+09.5,143.07429,-38.45792,MPA J0932-3827,Planetary Nebula,,,PNG
PN-G 265.8-05.2,127.90233,-48.52301,BMP J0831-4831,Planetary Nebula,,,PNG
PN-G 266.8-04.2,130.09292,-48.70839,PHR J0840-4842,Planetary Nebula,,,PNG
PN-G 266.9-03.5,130.97371,-48.35627,MPA J0843-4821,Planetary Nebula,,,PNG
PN-G 267.0-04.4,129.96096,-48.90531,PHR J0839-4854,Planetary Nebula,,,PNG
PN-G 267.5+04.6,140.38251,-43.36836,PHR J0921-4322,Planetary Nebula,,,PNG
PN-G 268.2+03.1,139.506,-44.9109,PHR J0918-4454,Planetary Nebula,,,PNG
PN-G 268.6+05.0,141.869,-43.7961,PHR J0927-4347,Planetary Nebula,,,PNG
PN-G 268.9-00.4,136.42088,-47.90172,BRAN 229,Planetary Nebula,,,PNG
PN-G 269.3-00.8,136.36838,-48.38226,PHR J0905-4822,Planetary Nebula,,,PNG
PN-G 271.7-07.1,131.04925,-54.32555,PHR J0844-5419,Planetary Nebula,,,PNG
PN-G 271.7-07.1a,133.83808,-53.17711,PHR J0855-5310,Planetary Nebula,,,PNG
PN-G 272.8+01.0,142.17071,-49.61297,PHR J0928-4936,Planetary Nebula,,,PNG
PN-G 273.2-00.3,141.02782,-50.89028,PHR J0924-5053,Planetary Nebula,,,PNG
PN-G 273.2-02.6,138.53534,-52.53886,PHR J0914-5232,Planetary Nebula,,,PNG
PN-G 273.5+08.7,150.25917,-44.18534,PHR J1001-4411,Planetary Nebula,,,PNG
PN-G 274.2-09.7,130.09593,-57.91364,Fr 2-6,Planetary Nebula,,,PNG
PN-G 274.7-05.2,137.00876,-55.37218,PHR J0908-5522,Planetary Nebula,,,PNG
PN-G 274.8-04.2,138.33589,-54.76009,MPA J0913-5445,Planetary Nebula,,,PNG
PN-G 274.8-05.7,136.42374,-55.81505,PHR J0905-5548,Planetary Nebula,,,PNG
PN-G 275.0+01.5,145.17038,-50.70635,PHR J0940-5042,Planetary Nebula,,,PNG
PN-G 275.1-03.5,139.61037,-54.52695,PHR J0918-5431,Planetary Nebula,,,PNG
PN-G 275.3-00.4,143.57154,-52.38888,PHR J0934-5223,Planetary Nebula,,,PNG
PN-G 275.6-00.5,143.75547,-52.65504,PHR J0935-5239,Planetary Nebula,,,PNG
PN-G 275.7-04.9,138.51448,-55.92278,PHR J0914-5555,Planetary Nebula,,,PNG
PN-G 276.1-11.9,128.78009,-60.66184,MPA J0835-6039,Planetary Nebula,,,PNG
PN-G 276.1-03.3,141.06292,-55.10692,PHR0924-5506,Planetary Nebula,,,PNG
PN-G 276.2+00.4,145.50499,-52.345,PHR J0942-5220,Planetary Nebula,,,PNG
PN-G 276.2-06.6,136.954,-57.3818,PHR J0907-5722,Planetary Nebula,,,PNG
PN-G 276.5+03.1,148.65619,-50.44915,MPA J0954-5026,Planetary Nebula,,,PNG
PN-G 277.1+03.3,149.54288,-50.65917,MeWe 2-2,Planetary Nebula,,,PNG
PN-G 277.2-03.0,142.85829,-55.5956,PHR J0931-5535,Planetary Nebula,,,PNG
PN-G 277.4-00.7,145.753,-53.9743,PHR J0943-5358,Planetary Nebula,,,PNG
PN-G 277.5-01.9,144.51656,-55.0289,PHR J0938-5501,Planetary Nebula,,,PNG
PN-G 278.3-04.3,142.7042,-57.27253,PHR J0930-5716,Planetary Nebula,,,PNG
PN-G 279.0+00.6,149.35962,-53.95247,PHR J0957-5357,Planetary Nebula,,,PNG
PN-G 279.1-03.1,145.21882,-56.96665,VBRC 3,Planetary Nebula,,,PNG
PN-G 279.2+03.1,152.12674,-52.03765,MPA J1008-5202,Planetary Nebula,,,PNG
PN-G 279.2+03.5,152.51711,-51.78004,PHR J1010-5146,Planetary Nebula,,,PNG
PN-G 279.6+02.2,151.8009,-53.07914,PHR J1007-5304,Planetary Nebula,,,PNG
PN-G 280.1-05.1,144.18156,-59.08796,BMP J0936-5905,Planetary Nebula,,,PNG
PN-G 280.9-05.3,145.10955,-59.76224,MPA J0940-5945,Planetary Nebula,,,PNG
PN-G 281.3-07.1,143.26336,-61.35499,PHR J0933-6121,Planetary Nebula,,,PNG
PN-G 282.5-02.1,151.45709,-58.27471,PHR J1005-5816,Planetary Nebula,,,PNG
PN-G 283.4+01.1,156.14086,-56.0089,PHR J1024-5600,Planetary Nebula,,,PNG
PN-G 283.4-01.3,153.60029,-58.19775,MeWe 1-2,Planetary Nebula,,,PNG
PN-G 283.4+02.8,157.73225,-54.63289,PHR J1030-5437,Planetary Nebula,,,PNG
PN-G 283.7-05.1,149.63454,-61.44444,PHR J0958-6126,Planetary Nebula,,,PNG
PN-G 284.0-03.2,152.49209,-60.0044,PHR J1009-6000,Planetary Nebula,,,PNG
PN-G 284.0-04.7,150.76383,-61.24108,BMP J1003-6114,Planetary Nebula,,,PNG
PN-G 284.2-05.3,150.32821,-61.86775,PHR J1001-6152,Planetary Nebula,,,PNG
PN-G 284.4+07.8,163.11122,-50.70027,PHR J1052-5042,Planetary Nebula,,,PNG
PN-G 284.5+03.8,160.18825,-54.30347,PHR J1040-5417,Planetary Nebula,,,PNG
PN-G 284.6-04.5,151.96373,-61.40668,PHR J1007-6124,Planetary Nebula,,,PNG
PN-G 285.5-03.3,154.86497,-60.98612,BRAN 303,Planetary Nebula,,,PNG
PN-G 285.8-03.5,155.25449,-61.33858,PHR J1021-6120,Planetary Nebula,,,PNG
PN-G 286.1-02.0,157.28158,-60.23428,MPA J1029-6014,Planetary Nebula,,,PNG
PN-G 286.3-03.1,156.44279,-61.25641,PHR J1025-6115,Planetary Nebula,,,PNG
PN-G 286.3-00.7,159.03827,-59.15554,PHR J1036-5909,Planetary Nebula,,,PNG
PN-G 286.5+03.1,162.717,-55.8065,PHR J1050-5547,Planetary Nebula,,,PNG
PN-G 287.4+00.2,161.80497,-58.82293,MPA J1047-5849,Planetary Nebula,,,PNG
PN-G 288.2+00.4,163.38313,-59.05059,MPA J1053-5903,Planetary Nebula,,,PNG
PN-G 288.4-01.8,161.71217,-61.15567,PHR J1046-6109,Planetary Nebula,,,PNG
PN-G 288.7+00.8,164.51208,-58.89273,PHR J1058-5853,Planetary Nebula,,,PNG
PN-G 289.0+03.3,166.92874,-56.70778,PHR J1107-5642,Planetary Nebula,,,PNG
PN-G 289.2+00.1,164.92533,-59.74517,PHR J1059-5944,Planetary Nebula,,,PNG
